Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Media
8716268147,"Feb 21, 2023, 1:36:07 AM",Evening Run,Run,"",883,2.65,163.0,20,false,"","",activities/9355439728.fit.gz,,,883.0,883.0,2654.0,6.400000095367432,3.005662441253662,24.213397979736328,17.0,1621.4000244140625,1639.199951171875,8.181818008422852,0.04898266866803169,,,91.0,85.6265869140625,,150.7410430908203,,,225.0,,,20.0,,,,,,,,,,,0.0,,0.0,,1.0,2680.5,1676941184.0,3.0,10.880000114440918,10.880000114440918,-6.769999980926514,0.2800000011920929,1008.2999877929688,3.130000114440918,5.659999847412109,21.0,0.0,1676900864.0,1676940160.0,0.029999999329447746,,13853811.0,0.0,,0.8799999952316284,909.0,0.0,327.5,,,,0.0,3.005662441253662,620.0,,,,4966.0,,,,,,""
8716268154,"Feb 22, 2023, 1:27:45 AM",Evening Run,Run,"",1253,3.41,176.0,34,false,"","",activities/9355439731.fit.gz,,,1253.0,1173.0,3414.0,6.0,2.9104859828948975,29.943359375,0.0,1621.699951171875,1631.300048828125,6.956521511077881,0.27240774035453796,,,110.0,87.58744049072266,,157.86087036132812,,,334.0,,,34.0,,,,,,,,,,,0.0,,0.0,,1.0,3476.300048828125,1677027584.0,2.0,8.449999809265137,6.28000020980835,-5.389999866485596,0.3700000047683716,988.4000244140625,3.630000114440918,6.25,60.0,0.0,1676987136.0,1677026688.0,0.07000000029802322,,13853811.0,0.0,,0.75,1126.0,0.0,306.70001220703125,,,,0.0,2.724660873413086,0.0,,,,6746.0,,,,,,""
8716268159,"Mar 3, 2023, 1:40:10 AM",Evening Run,Run,"",1531,4.32,174.0,26,false,"","",activities/9355439741.fit.gz,,,1531.0,1474.0,4325.0,5.599999904632568,2.934192657470703,40.009037017822266,11.0,1621.5,1635.4000244140625,13.0,0.0971098244190216,,,105.0,83.37322235107422,,147.79330444335938,,,357.0,,,26.0,,,,,,,,,,,0.0,,0.0,,1.0,4382.7001953125,1677805184.0,1.0,6.71999979019165,4.539999961853027,-7.5,0.36000001430511475,1006.7000122070312,3.0399999618530273,4.920000076293945,87.0,0.0,1677763968.0,1677804800.0,0.3700000047683716,,13853811.0,0.0,,0.23000000417232513,1154.0,0.0,364.6000061035156,,,,0.0,2.824950933456421,289.0,,,,7524.0,,,,,,""
8716268162,"Feb 18, 2023, 3:17:22 PM",Morning Run,Run,"",1990,6.42,172.0,61,false,"","",activities/9355439727.fit.gz,,,1990.0,1974.0,6428.0,4.800000190734863,3.2563323974609375,35.83156204223633,17.0,1619.4000244140625,1637.800048828125,8.0,-0.015556938014924526,,,93.0,89.37873840332031,,158.24072265625,,,542.0,,,61.0,,,,,,,,,,,0.0,,0.0,,1.0,6465.39990234375,1676732416.0,3.0,1.3700000047683716,1.3700000047683716,-9.619999885559082,0.4399999976158142,1015.5999755859375,1.1100000143051147,2.5,156.0,0.0,1676728192.0,1676767232.0,0.9599999785423279,,13853811.0,0.0,,0.8899999856948853,3354.0,0.0,334.70001220703125,,,,0.0,3.2301506996154785,253.0,,,,11588.0,,,,,,""
8716268163,"Feb 27, 2023, 1:28:43 AM",Evening Run,Run,"",1869,5.72,171.0,65,false,"","",activities/9355439737.fit.gz,,,1869.0,1869.0,5728.0,5.599999904632568,3.0647404193878174,53.78080368041992,47.0,1621.5999755859375,1639.199951171875,6.666666507720947,0.04713687300682068,,,97.0,86.61241149902344,,162.0130615234375,,,530.0,,,65.0,,,,,,,,,,,0.0,,0.0,,1.0,5785.39990234375,1677459584.0,2.0,9.039999961853027,6.929999828338623,-7.909999847412109,0.28999999165534973,994.7999877929688,3.7799999713897705,8.100000381469727,300.0,0.0,1677418752.0,1677458944.0,0.25,,13853811.0,0.0,,0.6399999856948853,0.0,0.0,355.79998779296875,,,,0.0,3.0647404193878174,1499.0,,,,10688.0,,,,,,""
8716268165,"Feb 17, 2023, 11:53:06 PM",Afternoon Run,Run,"",2232,6.77,172.0,58,false,"","",activities/9355439723.fit.gz,,,2232.0,2155.0,6776.0,7.800000190734863,3.144315481185913,51.39643859863281,16.0,1621.5,1639.9000244140625,7.777777671813965,0.12839433550834656,,,95.0,87.81153106689453,,155.52101135253906,,,574.0,,,58.0,,,,,,,,,,,0.0,,0.0,,1.0,6839.0,1676674816.0,2.0,11.399999618530273,11.399999618530273,-7.380000114440918,0.25999999046325684,1017.5,1.9600000381469727,3.9600000381469727,17.0,0.0,1676641920.0,1676680832.0,0.9200000166893005,,13853811.0,0.0,,0.4399999976158142,11653.0,1.0,313.20001220703125,,,,0.0,3.035842180252075,201.0,,,,12214.0,,,,,,""
8716268168,"Feb 28, 2023, 1:32:06 AM",Evening Run,Run,"",2534,8.08,168.0,71,false,"","",activities/9355439739.fit.gz,,,2534.0,2534.0,8087.0,5.400000095367432,3.191396951675415,72.7306900024414,56.0,1621.5,1639.199951171875,5.0,0.0395696796476841,,,95.0,88.4164047241211,,155.5481719970703,,,650.0,,,71.0,,,,,,,,,,,0.0,,0.0,,1.0,8164.7001953125,1677545984.0,2.0,8.350000381469727,7.659999847412109,-11.829999923706055,0.23000000417232513,1005.0999755859375,1.590000033378601,4.369999885559082,55.0,0.0,1677505024.0,1677545472.0,0.2800000011920929,,13853811.0,0.0,,0.36000001430511475,2691.0,0.0,294.20001220703125,,,,0.0,3.191396951675415,1346.0,,,,14778.0,,,,,,""
8721619912,"Mar 16, 2023, 12:11:01 AM",Evening Run,Run,"",1854,5.15,174.0,31,false,,"",activities/9361092543.fit.gz,,,1854.0,1739.0,5150.0,6.0,2.9614720344543457,36.119239807128906,0.0,1621.5999755859375,1637.800048828125,14.285714149475098,0.1456310749053955,,,106.0,83.65751647949219,,147.15090942382812,,,419.0,,,31.0,,,,,,,,,,,,,0.0,,1.0,5200.7998046875,1678924800.0,3.0,16.889999389648438,16.889999389648438,-2.640000104904175,0.25999999046325684,996.9000244140625,2.859999895095825,6.630000114440918,336.0,0.0,1678886016.0,1678928896.0,0.7900000214576721,,13853811.0,0.0,,0.9900000095367432,2407.0,0.0,314.20001220703125,,,,0.0,2.777777671813965,220.0,,,,8770.0,,,,,,""
8741906409,"Mar 19, 2023, 2:11:07 PM",Morning Run,Run,"",2688,8.79,165.0,76,false,,"",activities/9382491046.fit.gz,,,2688.0,2673.0,8798.0,4.599999904632568,3.2914328575134277,59.51607894897461,51.0,1609.300048828125,1639.9000244140625,5.0,-0.13298477232456207,,,95.0,88.28604125976562,,155.8502197265625,,,684.0,,,76.0,,,,,,,,,,,,,0.0,,1.0,8838.5,1679234432.0,1.0,-2.0899999141693115,-4.980000019073486,-14.869999885559082,0.3700000047683716,1023.2999877929688,2.069999933242798,4.28000020980835,177.0,0.0,1679231104.0,1679274752.0,0.9399999976158142,,13853811.0,0.0,,0.10000000149011612,4422.0,0.0,340.0,,,,0.0,3.2730655670166016,2071.0,,,,15508.0,,,,,,""
8749949779,"Mar 21, 2023, 2:32:16 AM",Evening Run,Run,"",959,2.90,171.0,21,false,,"",activities/9390958334.fit.gz,,,959.0,959.0,2903.0,5.550000190734863,3.027111530303955,26.294694900512695,25.0,1621.199951171875,1639.199951171875,5.454545497894287,-0.006889424752444029,,,88.0,85.84387969970703,,151.9894561767578,,,250.0,,,21.0,,,,,,,,,,,,,0.0,,1.0,2927.300048828125,1679363968.0,3.0,8.640000343322754,6.840000152587891,-2.569999933242798,0.44999998807907104,1002.0,3.059999942779541,5.050000190734863,212.0,0.0,1679317504.0,1679361152.0,0.9800000190734863,,13853811.0,0.0,,0.949999988079071,2089.0,0.0,354.6000061035156,,,,0.0,3.027111530303955,954.5,,,,5438.0,,,,,,""
8755995753,"Mar 22, 2023, 2:39:43 AM",Evening Run,Run,"",1605,4.86,163.0,33,false,,"",activities/9397261355.fit.gz,,,1605.0,1603.0,4860.0,4.199999809265137,3.03181529045105,43.14745330810547,27.0,1621.0,1639.199951171875,4.615384578704834,0.006172839552164078,,,91.0,86.88473510742188,,147.92092895507812,,,389.0,,,33.0,,,,,,,,,,,,,0.0,,1.0,4905.7001953125,1679450368.0,2.0,10.289999961853027,10.289999961853027,-10.649999618530273,0.2199999988079071,1004.4000244140625,3.240000009536743,6.769999980926514,30.0,0.0,1679403776.0,1679447680.0,0.019999999552965164,,13853811.0,0.0,,0.5400000214576721,2449.0,0.0,322.70001220703125,,,,0.0,3.0280373096466064,1303.0,,,,9174.0,,,,,,""
8772381186,"Mar 25, 2023, 5:36:50 AM",Morning Run,Run,"",1401,5.35,167.0,30,false,,"",activities/9414459022.fit.gz,,,1401.0,1395.0,5355.0,21.200000762939453,3.838709592819214,21.788530349731445,1586.0,7.599999904632568,20.899999618530273,9.0,0.00373482727445662,,,93.0,88.41123962402344,,148.4779052734375,,,344.0,,,30.0,,,,,,,,,,,,,0.0,,1.0,5382.39990234375,1679720448.0,8.0,7.980000019073486,3.7899999618530273,3.9800000190734863,0.7599999904632568,998.0599975585938,8.920000076293945,15.5600004196167,238.0,0.0,1679723520.0,1679768448.0,0.125,,13853811.0,0.4699999988079071,5.0,0.800000011920929,24866.51953125,0.0,,,,,2.0,3.822269916534424,0.0,,,,8112.0,,,,,,""
8815469136,"Apr 1, 2023, 8:29:00 PM",Afternoon Run,Run,"",1916,6.45,172.0,58,false,,"",activities/9459913242.fit.gz,,,1916.0,1902.0,6457.0,4.599999904632568,3.3948476314544678,34.02894592285156,62.0,1609.4000244140625,1639.9000244140625,5.384615421295166,-0.18274740874767303,,,94.0,88.5536880493164,,157.76043701171875,,,511.0,,,58.0,,,,,,,,,,,,,0.0,,1.0,6474.60009765625,1680379136.0,1.0,17.829999923706055,16.059999465942383,-9.010000228881836,0.15000000596046448,1009.3699951171875,2.0,7.940000057220459,173.0,0.0,1680353024.0,1680398720.0,0.375,,13853811.0,0.0,1.0,0.009999999776482582,57490.5,6.0,,,,,0.0,3.370041847229004,516.0,,,,10902.0,,,,,,""
8820349569,"Apr 2, 2023, 2:21:28 PM",Morning Run,Run,"",4855,15.04,171.0,158,false,,"",activities/9465081390.fit.gz,,,4855.0,4812.0,15043.0,4.400000095367432,3.126142978668213,116.7431640625,96.0,1615.4000244140625,1639.9000244140625,6.363636493682861,0.0,,,96.0,88.4593734741211,,160.63938903808594,,,1277.0,,,158.0,,,,,,,,,,,,,0.0,,1.0,15169.2998046875,1680444032.0,1.0,5.03000020980835,3.559999942779541,-10.109999656677246,0.33000001311302185,1007.510009765625,1.840000033378601,4.239999771118164,153.0,0.0,1680439424.0,1680485120.0,0.375,,13853811.0,0.0,1.0,0.28999999165534973,40514.73046875,0.0,,,,,0.0,3.0984551906585693,4832.0,,,,27854.0,,,,,,""
8845471301,"Apr 7, 2023, 1:37:18 AM",Evening Run,Run,"",2150,7.03,163.0,56,false,,"",activities/9491492887.fit.gz,,,2150.0,2141.0,7034.0,5.0,3.2853806018829346,46.91561508178711,32.0,1609.4000244140625,1639.9000244140625,7.0,-0.0369633212685585,,,95.0,88.25667572021484,,152.97195434570312,,,535.0,,,56.0,,,,,,,,,,,,,0.0,,1.0,7082.60009765625,1680829184.0,1.0,10.6899995803833,9.3100004196167,-9.960000038146973,0.2199999988079071,1021.010009765625,1.9299999475479126,3.880000114440918,85.0,0.0,1680784640.0,1680830976.0,0.5,,13853811.0,0.0,1.0,0.0,43664.0,0.0,,,,,0.0,3.271627902984619,854.0,,,,12272.0,,,,,,""
8850421577,"Apr 7, 2023, 9:52:10 PM",Afternoon Run,Run,"",1336,4.36,173.0,35,false,,"",activities/9496690788.fit.gz,,,1336.0,1247.0,4360.0,5.199999809265137,3.4963912963867188,40.646968841552734,0.0,1621.199951171875,1639.199951171875,41.11111068725586,0.09633027762174606,,,99.0,89.96280670166016,,155.8330535888672,,,351.0,,,35.0,,,,,,,,,,,,,0.0,,1.0,4406.89990234375,1680901248.0,3.0,19.809999465942383,17.889999389648438,-9.180000305175781,0.12999999523162842,1012.760009765625,2.309999942779541,5.409999847412109,31.0,0.0,1680870912.0,1680917376.0,0.5,,13853811.0,0.0,1.0,0.6899999976158142,42477.0,4.0,,,,,0.0,3.2634730339050293,2335.0,,,,7646.0,,,,,,""
8862983754,"Apr 9, 2023, 11:49:35 PM",Afternoon Run,Run,"",2344,7.22,160.0,57,false,,"",activities/9510013966.fit.gz,,,2344.0,2328.0,7220.0,4.199999809265137,3.101374626159668,72.2658462524414,71.0,1621.5999755859375,1639.199951171875,4.545454502105713,0.041551247239112854,,,91.0,88.78400421142578,,151.12994384765625,,,558.0,,,57.0,,,,,,,,,,,,,0.0,,1.0,7303.0,1681081216.0,1.0,20.920000076293945,19.020000457763672,-6.190000057220459,0.1599999964237213,1017.8499755859375,2.890000104904175,5.989999771118164,359.0,0.0,1681043456.0,1681090304.0,0.625,,13853811.0,0.0,1.0,0.2199999988079071,44638.19140625,2.0,,,,,0.0,3.080204725265503,3523.0,,,,13606.0,,,,,,""
8875574388,"Apr 12, 2023, 2:06:11 AM",Evening Run,Run,"",2065,5.14,167.0,34,false,,"",activities/9523820474.fit.gz,,,2065.0,1431.0,5147.0,5.599999904632568,3.596785545349121,61.06821060180664,21.0,1621.5,1639.199951171875,37.0,0.15154458582401276,,,105.0,90.67767333984375,,152.0265655517578,,,488.0,,,34.0,,,,,,,,,,,,,0.0,,1.0,5272.10009765625,1681264768.0,1.0,22.989999771118164,20.959999084472656,-5.590000152587891,0.14000000059604645,1007.1900024414062,2.559999942779541,5.090000152587891,0.0,0.0,1681216128.0,1681263232.0,0.625,,13853811.0,0.0,1.0,0.11999999731779099,53642.44140625,0.0,,,,,0.0,2.4924938678741455,2344.0,,,,10592.0,,,,,,""
8887001139,"Apr 14, 2023, 1:39:48 AM",Evening Run,Run,"",2081,6.80,168.0,50,false,,"",activities/9535953500.fit.gz,,,2081.0,2075.0,6808.0,5.0,3.280963897705078,66.1627197265625,62.0,1621.4000244140625,1639.199951171875,6.0,0.04406580328941345,,,93.0,88.4688720703125,,150.22470092773438,,,504.0,,,50.0,,,,,,,,,,,,,0.0,,1.0,6873.7998046875,1681433984.0,3.0,21.489999771118164,19.59000015258789,-5.079999923706055,0.1599999964237213,991.719970703125,3.5899999141693115,9.220000267028809,275.0,0.0,1681388800.0,1681436160.0,0.875,,13853811.0,0.0,1.0,0.8899999856948853,43829.19921875,0.0,,,,,0.0,3.2715041637420654,3192.0,,,,12094.0,,,,,,""
8910256041,"Apr 18, 2023, 1:09:24 AM",Evening Run,Run,"",5053,16.12,173.0,141,false,,"",activities/9560672096.fit.gz,,,5053.0,5048.0,16128.0,4.800000190734863,3.1949286460876465,109.20909881591797,94.0,1606.4000244140625,1639.9000244140625,7.2727274894714355,0.0365823395550251,,,95.0,88.10028076171875,,154.45028686523438,,,1222.0,,,141.0,,,,,,,,,,,,,0.0,,1.0,16239.0,1681779584.0,2.0,20.209999084472656,18.329999923706055,-6.940000057220459,0.15000000596046448,1001.7999877929688,1.7899999618530273,4.769999980926514,58.0,0.0,1681734016.0,1681782016.0,0.875,,13853811.0,0.0,1.0,0.47999998927116394,43714.171875,0.0,,,,,0.0,3.1917672157287598,1650.0,,,,29078.0,,,,,,""
8916480487,"Apr 19, 2023, 2:15:53 AM",Evening Run,Run,"",923,2.68,160.0,22,false,,"",activities/9567226007.fit.gz,,,923.0,918.0,2684.0,5.400000095367432,2.9237473011016846,27.585891723632812,14.0,1621.4000244140625,1639.199951171875,11.0,0.12295082211494446,,,87.0,85.56800079345703,,151.498291015625,,,236.0,,,22.0,,,,,,,,,,,,,0.0,,1.0,2719.800048828125,1681869568.0,1.0,18.780000686645508,16.979999542236328,-7.590000152587891,0.1599999964237213,995.8400268554688,4.75,11.140000343322754,245.0,0.0,1681820288.0,1681868416.0,0.0,,13853811.0,0.0,1.0,0.20000000298023224,42798.5390625,0.0,,,,,0.0,2.9079089164733887,1399.0,,,,5220.0,,,,,,""
